ID compra,ID cliente,Programa de cashback,Edad,Sexo biológico,Evaluación de la compra
830,3105,No,42,Masculino,6
832,8683,No,55,Femenino,9
826,5230,Sí,30,Masculino,9
831,1783,Sí,26,Masculino,9
824,1623,No,51,Masculino,10
836,8001,No,18,Femenino,9
841,3175,Sí,32,Masculino,10
838,6869,No,18,Femenino,10
834,3281,No,33,Masculino,10
843,7340,No,47,Femenino,9
835,2773,No,46,Femenino,9
837,3397,No,51,Femenino,10
839,2589,Sí,35,Masculino,9
842,7826,No,49,Femenino,9
840,9686,No,41,Masculino,10
848,1250,No,36,Femenino,6
844,3000,Sí,40,Masculino,10
846,4630,No,30,Masculino,9
845,6685,No,44,Femenino,10
852,8041,Sí,28,Masculino,9
849,7663,Sí,40,Masculino,9
851,2478,Sí,40,Femenino,9
850,8391,Sí,34,Femenino,10
847,4729,No,41,Masculino,9
859,3643,No,44,Masculino,10
858,3394,Sí,35,Femenino,9
855,4087,No,49,Femenino,9
856,5790,Sí,31,Masculino,10
862,7809,No,57,Femenino,9
863,2863,No,21,Femenino,9
861,6205,No,50,Femenino,9
860,3055,No,46,Femenino,9
854,8280,Sí,30,Masculino,9
857,2887,Sí,25,Femenino,5
853,8250,Sí,40,Femenino,9
870,1074,No,51,Femenino,10
869,9401,No,44,Femenino,10
868,8224,Sí,39,Masculino,10
872,6760,No,56,Masculino,9
864,6529,Sí,40,Femenino,9
866,5491,Sí,29,Femenino,9
865,4247,No,28,Masculino,10
867,5019,Sí,32,Masculino,9
871,6176,No,40,Masculino,0
873,4352,Sí,38,Femenino,9
874,1205,Sí,32,Masculino,10
878,8586,Sí,40,Femenino,10
877,7632,No,32,Masculino,9
875,6072,Sí,24,Femenino,10
880,3849,Sí,39,Femenino,10
879,8487,No,55,Femenino,9
876,7736,Sí,31,Femenino,7
884,6227,Sí,18,Masculino,9
885,3135,Sí,27,Femenino,4
882,8438,No,29,Masculino,9
888,8209,Sí,29,Femenino,10
887,3697,No,28,Femenino,9
881,1035,No,46,Femenino,9
889,8877,Sí,38,Masculino,9
883,6843,Sí,25,Masculino,10
890,3567,Sí,40,Femenino,9
886,5507,No,48,Femenino,10
893,9687,Sí,28,Masculino,9
895,3765,No,44,Masculino,9
891,5984,No,30,Masculino,9
897,7431,No,58,Masculino,10
899,6927,Sí,39,Femenino,9
896,1115,No,18,Femenino,10
892,7521,No,50,Masculino,10
894,3995,Sí,26,Femenino,9
900,6478,No,43,Masculino,10
898,9063,No,42,Masculino,9
904,8972,No,49,Masculino,10
905,7624,Sí,27,Masculino,10
903,7399,Sí,20,Femenino,10
906,8417,No,45,Femenino,10
909,8880,Sí,18,Femenino,9
907,5128,Sí,36,Femenino,6
908,9155,No,55,Femenino,10
901,7974,Sí,30,Femenino,10
902,6161,Sí,39,Femenino,10
910,1246,No,52,Masculino,9
913,8016,Sí,28,Femenino,10
917,2217,No,45,Femenino,9
912,4644,No,47,Masculino,6
916,3485,No,52,Femenino,10
914,1973,No,57,Masculino,10
911,2673,Sí,34,Masculino,9
915,5729,Sí,39,Femenino,10
923,5609,No,31,Femenino,9
925,4222,No,54,Masculino,9
922,2573,Sí,23,Masculino,9
920,5953,No,22,Masculino,10
924,2588,No,18,Masculino,9
919,6385,No,51,Masculino,9
918,2412,Sí,28,Masculino,10
921,8094,No,56,Femenino,10
926,7930,Sí,30,Femenino,10
928,1975,No,42,Femenino,9
932,8213,Sí,39,Masculino,9
931,2715,No,30,Femenino,10
933,8029,No,45,Femenino,9
936,5599,No,34,Masculino,10
930,5450,No,36,Masculino,10
934,9837,No,46,Femenino,10
929,3534,Sí,28,Femenino,5
927,9948,No,48,Masculino,9
935,8205,Sí,30,Masculino,9
937,7582,Sí,33,Femenino,4
940,5417,No,42,Femenino,9
941,3471,Sí,23,Femenino,7
944,9849,No,44,Femenino,9
945,6222,No,46,Masculino,9
943,3720,No,43,Masculino,9
938,7795,No,39,Masculino,9
939,2688,No,22,Femenino,9
942,2638,Sí,39,Masculino,10
948,1251,Sí,37,Masculino,10
955,3619,No,42,Masculino,10
949,5607,No,70,Masculino,10
956,5947,Sí,21,Femenino,8
952,1162,No,49,Femenino,10
951,8665,No,39,Masculino,10
950,9013,No,45,Femenino,10
946,6698,No,27,Masculino,9
954,9010,No,42,Masculino,10
957,7941,Sí,34,Femenino,10
953,9869,Sí,37,Femenino,10
947,6009,Sí,40,Femenino,10
962,9365,Sí,29,Femenino,10
963,6098,Sí,29,Masculino,9
965,9951,No,52,Femenino,9
959,2256,No,49,Femenino,9
966,8815,No,29,Femenino,9
964,4307,No,55,Masculino,10
961,3328,No,42,Femenino,9
960,3421,Sí,36,Femenino,10
958,7267,No,41,Femenino,9
988,9990,Sí,24,Femenino,9
989,3779,No,63,Femenino,10
992,5198,No,22,Femenino,10
969,8844,No,40,Masculino,9
993,9836,No,42,Femenino,9
990,5267,No,49,Masculino,9
977,1562,No,18,Femenino,10
971,3240,No,44,Femenino,10
994,2647,No,54,Masculino,10
973,4334,No,44,Masculino,9
982,2760,Sí,22,Femenino,10
970,2447,Sí,35,Masculino,1
986,6951,Sí,31,Femenino,10
968,9272,Sí,29,Masculino,9
991,5936,Sí,38,Femenino,10
975,3680,No,41,Femenino,9
976,8223,Sí,18,Masculino,0
978,3146,No,23,Femenino,10
979,4109,Sí,30,Femenino,10
980,4814,Sí,23,Masculino,10
967,9674,Sí,35,Femenino,9
972,6809,No,48,Femenino,10
987,2131,No,52,Masculino,10
981,5309,No,30,Femenino,10
985,6351,No,43,Masculino,9
983,2953,Sí,26,Masculino,9
995,1493,No,43,Femenino,9
996,2975,No,38,Femenino,9
974,3168,No,41,Femenino,9
984,2557,Sí,38,Femenino,4
999,9168,Sí,36,Femenino,9
997,8054,No,34,Masculino,9
1001,8507,Sí,24,Femenino,9
1013,5915,No,44,Masculino,10
1008,2592,No,36,Masculino,9
1007,2551,No,59,Femenino,1
1002,4873,No,24,Femenino,6
1010,5478,No,45,Masculino,10
1012,4861,No,43,Masculino,10
1011,5664,No,38,Femenino,9
1005,7799,Sí,22,Femenino,9
1009,2427,Sí,31,Femenino,10
1003,7988,No,49,Femenino,9
1004,4321,No,43,Masculino,9
998,7076,Sí,37,Masculino,7
1014,1104,No,50,Masculino,10
1000,4733,No,60,Masculino,9
1006,8600,Sí,27,Masculino,10
1029,5217,No,51,Femenino,10
1021,6714,Sí,27,Femenino,9
1015,3625,Sí,34,Femenino,10
1024,3135,Sí,27,Femenino,9
1032,7784,No,46,Masculino,10
1028,2114,No,48,Femenino,9
1025,5351,Sí,36,Femenino,9
1017,7058,No,44,Masculino,9
1027,1120,No,51,Masculino,10
1020,4416,Sí,30,Femenino,9
1030,5143,Sí,21,Femenino,9
1023,3770,No,65,Femenino,9
1022,8319,Sí,39,Femenino,5
1018,6999,Sí,37,Masculino,10
1019,2681,No,70,Femenino,5
1026,1029,Sí,39,Femenino,10
1031,1442,Sí,28,Femenino,4
1016,9902,No,47,Femenino,9
1046,5972,Sí,39,Femenino,10
1055,7283,Sí,39,Masculino,10
1039,7257,Sí,34,Masculino,10
1048,2540,Sí,34,Masculino,9
1033,5410,Sí,39,Femenino,9
1056,6778,No,46,Masculino,10
1042,3158,Sí,39,Femenino,4
1043,9014,Sí,35,Femenino,6
1054,3197,Sí,20,Femenino,9
1047,9081,No,26,Masculino,10
1059,1719,No,32,Masculino,9
1041,5425,No,44,Femenino,0
1035,7831,Sí,39,Femenino,5
1049,2108,Sí,38,Masculino,9
1061,2079,No,42,Femenino,10
1036,3557,Sí,38,Masculino,10
1038,9253,No,42,Femenino,10
1063,8006,Sí,36,Femenino,10
1040,2783,No,42,Femenino,9
1052,5125,No,47,Masculino,10
1037,9465,No,44,Masculino,9
1044,1975,No,42,Femenino,5
1034,2697,No,56,Femenino,10
1062,9330,Sí,38,Femenino,10
1060,4124,No,48,Masculino,10
1045,3844,Sí,33,Femenino,9
1051,2400,No,56,Femenino,10
1058,9217,Sí,22,Masculino,4
1050,7486,No,45,Femenino,9
1064,8095,Sí,37,Femenino,9
1057,3952,Sí,31,Masculino,10
1053,7614,Sí,40,Femenino,9
1076,1401,Sí,32,Masculino,0
1095,6622,Sí,39,Femenino,10
1085,8301,Sí,34,Masculino,9
1068,9347,No,46,Masculino,9
1083,1227,Sí,22,Masculino,6
1072,4471,No,46,Femenino,9
1089,5063,Sí,23,Femenino,9
1078,2787,Sí,27,Masculino,10
1074,9711,No,23,Femenino,9
1067,7899,Sí,30,Femenino,8
1091,4533,Sí,40,Masculino,10
1080,4038,Sí,25,Femenino,5
1086,7970,No,54,Masculino,10
1082,2837,No,42,Masculino,10
1087,3059,Sí,40,Femenino,10
1096,2482,No,50,Masculino,8
1073,7253,No,34,Femenino,0
1079,3808,No,56,Masculino,5
1070,2166,Sí,21,Masculino,9
1090,9180,No,54,Femenino,9
1088,7542,No,43,Femenino,10
1066,5903,No,34,Masculino,9
1093,9185,Sí,23,Masculino,9
1081,5798,No,44,Femenino,9
1094,8938,No,54,Masculino,9
1069,3096,Sí,36,Masculino,10
1071,3793,Sí,32,Masculino,10
1075,6005,No,44,Masculino,9
1084,9229,No,43,Femenino,10
1077,5729,Sí,39,Femenino,9
1092,7369,Sí,23,Femenino,9
1065,6031,No,47,Femenino,9
1109,7993,No,50,Femenino,10
1107,5459,No,27,Masculino,10
1099,5957,No,51,Masculino,10
1103,8517,No,55,Femenino,10
1121,6581,Sí,37,Femenino,10
1101,5562,No,39,Masculino,9
1115,3249,Sí,30,Femenino,9
1098,6885,No,42,Femenino,9
1116,6647,No,45,Femenino,9
1112,3293,No,45,Masculino,10
1117,4500,Sí,27,Femenino,9
1122,6627,No,68,Femenino,10
1114,1224,No,41,Femenino,6
1108,1659,No,54,Femenino,6
1104,7857,No,48,Femenino,10
1119,1746,No,48,Femenino,5
1110,2211,Sí,30,Masculino,10
1105,9417,Sí,23,Femenino,10
1126,7644,Sí,38,Masculino,9
1111,4780,No,50,Femenino,9
1118,7120,No,64,Femenino,10
1128,8320,Sí,39,Femenino,10
1127,6309,No,40,Femenino,8
1120,6128,No,23,Femenino,10
1125,6111,Sí,32,Femenino,6
1102,4638,No,26,Femenino,9
1097,9645,No,29,Femenino,9
1123,5346,No,45,Femenino,4
1113,3387,No,52,Femenino,9
1106,1316,No,46,Masculino,9
1124,8450,Sí,33,Femenino,9
1100,4272,No,45,Femenino,5
1137,8447,No,43,Femenino,8
1133,5538,Sí,32,Femenino,9
1136,6417,Sí,39,Femenino,10
1139,5642,Sí,31,Masculino,10
1132,6987,No,51,Masculino,9
1130,3940,No,42,Femenino,10
1134,4648,Sí,36,Masculino,9
1129,1229,No,57,Femenino,10
1135,8488,No,48,Femenino,10
1142,7050,Sí,29,Masculino,9
1141,2082,No,52,Femenino,10
1140,3597,No,52,Masculino,9
1143,6706,Sí,38,Femenino,9
1138,7604,No,18,Femenino,9
1131,9761,No,48,Femenino,10
1144,2025,No,38,Masculino,3
1161,8943,No,41,Masculino,10
1154,9054,No,59,Femenino,10
1151,6385,No,51,Masculino,6
1157,8327,Sí,25,Femenino,10
1158,7747,Sí,40,Masculino,10
1162,2045,Sí,36,Femenino,9
1159,5441,Sí,19,Masculino,9
1156,8487,No,55,Femenino,9
1146,7432,Sí,34,Masculino,1
1155,4495,No,55,Femenino,10
1145,9714,No,42,Femenino,9
1160,7908,Sí,36,Masculino,5
1153,6228,No,57,Masculino,9
1147,4618,Sí,27,Femenino,9
1152,7400,Sí,40,Femenino,10
1150,2258,No,61,Masculino,4
1148,3968,No,31,Femenino,8
1149,7352,Sí,35,Femenino,8
1164,7098,Sí,29,Femenino,10
1179,1775,Sí,34,Femenino,9
1188,6781,Sí,26,Femenino,4
1170,1477,No,20,Femenino,10
1183,7169,No,50,Femenino,10
1172,3972,Sí,30,Masculino,10
1175,3821,No,47,Femenino,9
1163,8738,No,42,Masculino,10
1185,7027,No,58,Femenino,9
1173,9013,No,45,Femenino,7
1166,3595,No,43,Masculino,4
1180,4688,Sí,37,Femenino,10
1169,3901,Sí,36,Masculino,10
1165,8969,Sí,37,Femenino,8
1182,1804,No,46,Masculino,10
1189,1156,Sí,38,Masculino,10
1176,6145,Sí,27,Femenino,10
1191,1029,Sí,39,Femenino,9
1190,3051,No,26,Masculino,10
1171,2600,No,43,Femenino,4
1187,6963,No,44,Femenino,9
1192,9864,Sí,38,Femenino,9
1184,5623,No,22,Masculino,9
1186,3060,No,46,Femenino,9
1167,1232,Sí,34,Masculino,9
1174,6891,No,48,Femenino,10
1168,8974,No,30,Femenino,9
1178,2485,No,40,Femenino,10
1177,3232,No,42,Femenino,10
1181,3301,No,47,Femenino,10
1212,6000,Sí,36,Femenino,10
1196,4163,Sí,38,Masculino,10
1202,3500,No,41,Femenino,10
1203,4333,Sí,32,Masculino,4
1209,2746,Sí,28,Femenino,9
1204,5600,Sí,32,Femenino,10
1205,2903,Sí,40,Masculino,10
1207,9400,No,24,Masculino,9
1213,1005,No,40,Femenino,9
1193,6605,Sí,32,Masculino,9
1199,8623,Sí,40,Masculino,10
1200,2068,Sí,35,Masculino,9
1197,1442,Sí,28,Femenino,9
1201,7484,Sí,33,Masculino,10
1208,9107,No,52,Masculino,10
1194,1195,Sí,26,Femenino,4
1211,2485,No,40,Femenino,10
1195,1383,Sí,22,Masculino,1
1198,8137,Sí,38,Femenino,10
1214,2519,Sí,24,Masculino,10
1210,8462,No,41,Femenino,10
1206,7135,Sí,31,Masculino,9
1240,8769,No,47,Femenino,9
1234,2552,Sí,38,Femenino,10
1235,6078,Sí,34,Femenino,10
1239,1503,No,40,Masculino,9
1238,6187,No,38,Femenino,9
1232,6210,Sí,31,Femenino,7
1227,9487,No,25,Masculino,10
1230,1035,No,46,Femenino,9
1231,1637,No,29,Masculino,9
1228,3593,Sí,35,Femenino,9
1216,4087,No,49,Femenino,10
1225,2430,Sí,31,Femenino,2
1226,2422,Sí,37,Femenino,10
1218,2993,Sí,36,Masculino,2
1237,8231,No,54,Femenino,10
1222,9672,No,42,Masculino,9
1224,3265,No,22,Masculino,9
1223,7408,Sí,39,Femenino,10
1220,9807,No,53,Femenino,10
1236,5426,Sí,36,Femenino,9
1229,3177,Sí,34,Femenino,10
1217,7572,No,36,Femenino,9
1233,4441,No,57,Femenino,6
1221,3811,Sí,34,Masculino,10
1215,4566,No,45,Masculino,9
1219,6357,Sí,33,Femenino,8
1243,9203,No,49,Masculino,9
1248,3632,Sí,40,Femenino,7
1249,9043,No,41,Femenino,9
1255,3571,No,33,Femenino,10
1254,5730,No,41,Masculino,9
1253,8319,Sí,39,Femenino,4
1245,8205,Sí,30,Masculino,6
1256,5507,No,48,Femenino,9
1252,5725,No,47,Masculino,10
1246,4296,No,54,Masculino,9
1251,2131,No,52,Masculino,5
1250,7468,No,48,Femenino,9
1242,3125,No,56,Masculino,10
1241,3174,No,38,Femenino,9
1244,1433,No,43,Femenino,9
1247,2710,No,52,Femenino,9
1259,9236,Sí,40,Masculino,4
1267,9245,No,52,Femenino,10
1269,2483,No,44,Femenino,10
1274,8666,No,21,Femenino,9
1263,1621,No,18,Masculino,10
1275,6943,No,34,Femenino,10
1272,2908,Sí,39,Masculino,9
1257,5269,Sí,34,Masculino,10
1262,7901,No,52,Femenino,10
1268,8585,Sí,36,Masculino,10
1270,3853,No,53,Masculino,9
1273,9291,No,66,Femenino,10
1260,4341,Sí,33,Masculino,9
1265,2987,Sí,34,Femenino,10
1258,8161,No,50,Masculino,10
1261,5077,No,42,Masculino,10
1266,5137,Sí,25,Femenino,9
1264,1627,No,55,Masculino,10
1276,6964,No,49,Femenino,9
1271,8411,Sí,33,Masculino,10
1283,9864,Sí,38,Femenino,9
1280,2495,Sí,39,Masculino,10
1281,6381,Sí,39,Femenino,10
1290,3076,Sí,40,Masculino,9
1285,9005,No,46,Femenino,9
1288,6491,No,35,Femenino,9
1284,1968,No,42,Femenino,10
1299,1497,No,30,Femenino,6
1282,8522,No,42,Masculino,10
1293,1068,No,46,Masculino,10
1279,2418,No,45,Masculino,9
1286,1551,Sí,27,Masculino,9
1292,3281,No,33,Masculino,10
1300,1720,No,18,Femenino,9
1295,6281,Sí,34,Femenino,10
1296,1738,No,42,Femenino,10
1298,4703,Sí,34,Femenino,9
1277,8339,No,40,Femenino,10
1289,5058,Sí,18,Femenino,10
1294,8081,Sí,36,Masculino,10
1287,3023,No,54,Femenino,2
1278,9349,Sí,34,Masculino,2
1297,7020,Sí,40,Masculino,6
1291,4266,No,49,Masculino,10
1318,9513,Sí,40,Masculino,10
1312,8735,No,18,Femenino,9
1302,5491,Sí,29,Femenino,9
1315,9941,Sí,35,Masculino,9
1328,3078,No,35,Masculino,9
1304,8084,No,42,Femenino,10
1303,1817,Sí,27,Femenino,10
1314,7944,No,47,Femenino,9
1310,7368,Sí,34,Femenino,10
1320,7363,No,48,Femenino,9
1321,7999,No,30,Masculino,1
1309,5563,No,61,Masculino,10
1305,1363,No,22,Femenino,3
1317,5859,Sí,37,Masculino,9
1316,4615,Sí,31,Femenino,6
1323,1625,No,43,Masculino,9
1307,7777,No,50,Femenino,10
1325,9145,Sí,18,Masculino,10
1327,6752,No,28,Femenino,9
1326,8905,Sí,25,Masculino,9
1319,9158,No,41,Masculino,10
1301,2516,No,43,Masculino,9
1311,7446,No,50,Femenino,10
1308,6782,No,34,Masculino,9
1322,2171,No,59,Femenino,9
1324,8955,No,54,Femenino,8
1313,7635,No,54,Femenino,9
1306,8852,No,46,Femenino,10
1337,2828,Sí,38,Femenino,10
1360,5293,Sí,32,Femenino,9
1353,7511,Sí,38,Femenino,9
1333,4599,Sí,39,Masculino,10
1352,3255,Sí,26,Femenino,3
1332,4619,No,45,Masculino,10
1348,8456,No,32,Femenino,10
1335,6463,Sí,37,Masculino,9
1359,8616,Sí,39,Femenino,10
1336,4649,Sí,31,Masculino,9
1356,9806,No,38,Masculino,9
1358,5547,No,61,Femenino,10
1330,4669,No,46,Masculino,10
1355,5924,No,35,Masculino,10
1340,4709,No,55,Femenino,9
1354,2382,No,35,Femenino,10
1346,6542,Sí,33,Femenino,10
1331,8037,No,23,Masculino,6
1347,1239,Sí,35,Femenino,9
1349,6113,No,52,Femenino,1
1344,9649,Sí,40,Masculino,10
1351,1130,No,27,Masculino,10
1350,4278,Sí,30,Femenino,10
1334,6365,No,50,Masculino,9
1343,4681,Sí,21,Masculino,10
1339,9459,Sí,36,Femenino,10
1341,3098,Sí,27,Femenino,6
1338,3628,No,31,Masculino,9
1357,6881,No,53,Femenino,9
1342,2015,Sí,34,Femenino,10
1345,1073,No,46,Femenino,9
1329,3625,Sí,34,Femenino,4
1379,9255,Sí,35,Femenino,10
1373,1735,Sí,27,Masculino,8
1364,5504,Sí,25,Masculino,7
1367,6994,No,63,Femenino,10
1380,1768,Sí,33,Femenino,10
1369,2543,No,46,Masculino,9
1378,6821,No,42,Femenino,9
1377,8783,Sí,19,Femenino,10
1366,7748,No,46,Femenino,10
1376,3984,No,46,Femenino,9
1365,7821,No,44,Femenino,9
1374,3677,No,46,Femenino,10
1371,4963,No,28,Femenino,9
1375,6740,No,45,Femenino,9
1370,2450,No,58,Masculino,10
1361,1957,Sí,40,Femenino,9
1363,4464,No,36,Masculino,9
1362,1379,No,54,Femenino,9
1372,8183,Sí,31,Femenino,9
1368,8577,No,45,Masculino,9
1394,9315,No,42,Masculino,9
1393,9042,No,25,Masculino,10
1396,4655,No,44,Masculino,9
1390,6698,No,27,Masculino,10
1382,5499,Sí,36,Femenino,10
1395,1258,Sí,34,Femenino,8
1381,2216,No,52,Masculino,9
1392,4839,No,42,Femenino,9
1391,5400,No,36,Masculino,9
1385,4959,No,42,Masculino,6
1383,6187,No,38,Femenino,10
1384,5644,No,41,Masculino,10
1387,5592,No,47,Femenino,9
1389,4123,No,45,Femenino,9
1386,4841,No,29,Masculino,9
1388,2597,No,33,Femenino,9
1412,6614,Sí,22,Femenino,9
1398,1873,Sí,31,Masculino,9
1399,7598,No,35,Masculino,10
1407,4388,No,37,Femenino,10
1405,7308,Sí,33,Femenino,10
1404,6211,Sí,26,Masculino,10
1411,1442,Sí,28,Femenino,9
1401,3089,No,27,Masculino,6
1397,9865,Sí,34,Masculino,10
1409,7484,Sí,33,Masculino,10
1414,8014,Sí,40,Masculino,9
1406,8496,No,46,Femenino,10
1400,7626,Sí,37,Masculino,10
1413,8894,No,21,Masculino,2
1403,1932,No,22,Masculino,2
1408,3665,Sí,32,Femenino,9
1415,8623,Sí,40,Masculino,10
1416,5205,Sí,34,Femenino,10
1410,3942,No,42,Masculino,10
1402,7105,Sí,33,Masculino,10
1424,9230,No,38,Femenino,9
1432,9099,No,44,Masculino,10
1430,5653,No,53,Masculino,9
1431,4549,Sí,38,Femenino,9
1423,5097,Sí,26,Masculino,5
1420,6793,No,36,Masculino,9
1422,8176,No,43,Masculino,9
1421,9978,Sí,39,Masculino,7
1418,5542,No,51,Masculino,9
1417,5213,No,62,Femenino,10
1429,4019,No,32,Masculino,9
1428,5706,Sí,39,Masculino,10
1419,4037,No,48,Masculino,10
1426,3224,No,35,Femenino,7
1425,7093,No,49,Femenino,10
1427,4607,No,43,Masculino,9
1436,5576,Sí,28,Masculino,9
1451,5419,Sí,22,Masculino,10
1454,5126,Sí,39,Femenino,10
1453,3909,No,44,Masculino,9
1449,3189,Sí,32,Masculino,9
1445,3288,No,50,Masculino,10
1450,2223,No,27,Femenino,9
1446,2789,Sí,29,Femenino,9
1434,7611,No,43,Femenino,9
1447,2872,No,44,Masculino,8
1437,8255,No,43,Masculino,2
1439,7163,Sí,25,Masculino,10
1435,8880,Sí,18,Femenino,9
1442,4933,Sí,24,Femenino,9
1438,4389,Sí,40,Masculino,9
1452,9753,No,43,Masculino,9
1448,8586,Sí,40,Femenino,10
1440,9751,No,45,Femenino,9
1443,1851,No,53,Femenino,10
1441,9978,Sí,39,Masculino,10
1444,9116,Sí,32,Femenino,10
1433,4394,No,50,Masculino,9
1460,6962,No,34,Femenino,10
1462,9413,No,52,Masculino,9
1461,3599,No,27,Femenino,10
1458,9363,No,43,Femenino,10
1466,2842,No,58,Femenino,9
1471,6770,Sí,31,Femenino,10
1469,7354,Sí,31,Femenino,9
1464,9504,Sí,18,Femenino,10
1470,4094,Sí,24,Femenino,10
1455,7531,No,45,Masculino,7
1465,6098,Sí,29,Masculino,10
1456,2077,No,46,Femenino,9
1473,2093,No,43,Femenino,9
1463,1546,Sí,31,Femenino,10
1467,6807,No,48,Femenino,10
1457,7973,No,45,Masculino,4
1459,8700,No,44,Femenino,9
1468,3388,Sí,35,Masculino,9
1474,8573,Sí,33,Femenino,9
1472,8123,No,57,Masculino,9
1476,7207,No,56,Masculino,9
1478,4140,No,61,Femenino,10
1497,9402,No,53,Femenino,9
1492,6098,Sí,29,Masculino,9
1477,5490,Sí,18,Femenino,10
1486,2064,No,47,Femenino,9
1494,3936,Sí,18,Masculino,9
1499,3218,Sí,34,Masculino,3
1475,6528,No,46,Masculino,10
1489,7486,No,45,Femenino,9
1480,8805,Sí,26,Masculino,4
1500,6791,No,49,Masculino,10
1481,4373,No,57,Masculino,10
1488,8234,Sí,40,Femenino,10
1484,1213,Sí,28,Masculino,9
1491,2580,No,32,Femenino,10
1487,9791,No,44,Masculino,9
1490,8623,Sí,40,Masculino,9
1498,6294,No,41,Femenino,10
1485,6319,Sí,26,Femenino,10
1482,5817,Sí,40,Femenino,9
1493,4637,Sí,33,Masculino,10
1496,9596,No,31,Masculino,9
1495,7914,No,44,Femenino,9
1479,1530,No,34,Femenino,9
1483,9814,Sí,36,Femenino,10
1502,1785,Sí,33,Masculino,10
1503,2313,Sí,40,Femenino,9
1504,3470,No,48,Masculino,9
1501,6963,No,44,Femenino,9
1525,4968,Sí,35,Femenino,9
1509,1345,Sí,35,Femenino,2
1528,2823,Sí,29,Femenino,10
1521,8916,Sí,34,Masculino,10
1518,3376,No,48,Masculino,10
1515,7534,No,46,Masculino,9
1514,9722,Sí,38,Femenino,9
1506,6698,No,27,Masculino,9
1531,4322,No,48,Femenino,10
1530,7659,Sí,39,Masculino,9
1533,1429,No,44,Masculino,10
1517,1878,No,42,Femenino,10
1513,7692,No,50,Femenino,9
1534,6679,Sí,30,Femenino,10
1511,3399,No,34,Femenino,9
1527,2623,No,23,Masculino,10
1526,4421,Sí,28,Masculino,9
1529,3328,No,42,Femenino,9
1520,4418,No,24,Masculino,8
1535,1115,No,18,Femenino,9
1524,8315,No,42,Masculino,10
1532,4454,Sí,24,Masculino,3
1516,5260,No,41,Femenino,10
1523,4469,Sí,31,Masculino,9
1512,9562,Sí,40,Femenino,9
1505,5154,No,31,Masculino,10
1519,2652,No,45,Femenino,10
1510,2505,No,48,Femenino,9
1522,3918,No,49,Masculino,9
1536,2042,No,41,Femenino,9
1508,9038,Sí,32,Masculino,10
1507,1435,No,51,Femenino,9
1541,3818,No,44,Femenino,9
1538,5068,Sí,30,Femenino,9
1537,3770,No,65,Femenino,10
1556,5098,Sí,31,Femenino,9
1539,8707,No,48,Femenino,9
1543,2020,Sí,26,Masculino,9
1548,2054,No,59,Masculino,10
1545,8039,No,50,Masculino,9
1558,4067,No,30,Masculino,7
1547,5267,No,49,Masculino,10
1555,4479,Sí,38,Masculino,9
1549,5145,Sí,35,Femenino,9
1557,3249,Sí,30,Femenino,10
1551,6352,Sí,36,Masculino,9
1554,6089,No,25,Femenino,7
1552,6622,Sí,39,Femenino,10
1553,2817,Sí,29,Femenino,10
1550,3098,Sí,27,Femenino,9
1544,6006,Sí,40,Femenino,10
1546,7393,No,55,Masculino,6
1540,7389,Sí,39,Masculino,9
1542,5633,No,45,Masculino,10
1565,7483,Sí,40,Masculino,9
1571,3414,Sí,22,Femenino,9
1580,4326,No,42,Masculino,10
1577,4893,No,44,Femenino,10
1569,1804,No,46,Masculino,9
1570,5612,No,42,Masculino,10
1561,3982,No,42,Femenino,10
1562,1214,Sí,30,Femenino,6
1567,5180,No,40,Masculino,4
1574,1067,Sí,36,Femenino,5
1575,1871,No,27,Femenino,9
1559,4627,Sí,32,Masculino,10
1578,2596,Sí,24,Masculino,9
1564,7407,Sí,25,Masculino,10
1576,9480,Sí,40,Masculino,1
1579,6160,No,18,Masculino,9
1560,4376,No,56,Masculino,10
1566,8739,No,32,Femenino,10
1568,4412,No,23,Femenino,10
1563,5889,Sí,40,Masculino,5
1572,9337,Sí,25,Femenino,10
1573,6901,Sí,18,Masculino,9
1589,8742,Sí,24,Femenino,10
1587,5560,Sí,38,Femenino,9
1581,8069,No,53,Femenino,9
1595,2489,No,51,Femenino,10
1583,8972,No,49,Masculino,10
1596,2583,Sí,38,Masculino,10
1582,1695,Sí,35,Femenino,6
1597,9172,No,45,Femenino,10
1593,5904,No,34,Femenino,9
1586,5696,No,45,Masculino,10
1594,8320,Sí,39,Femenino,10
1592,6964,No,49,Femenino,10
1585,8328,No,41,Masculino,9
1591,8376,No,44,Masculino,1
1584,1493,No,43,Femenino,10
1590,1855,Sí,40,Femenino,3
1588,6961,No,65,Femenino,10
1598,7599,Sí,40,Femenino,10
1608,5523,Sí,37,Femenino,9
1625,7599,Sí,40,Femenino,10
1603,7016,No,21,Femenino,10
1628,5790,Sí,31,Masculino,6
1611,9441,No,48,Femenino,10
1613,6212,Sí,34,Masculino,9
1622,5281,No,34,Femenino,9
1615,3394,Sí,35,Femenino,10
1627,4617,Sí,19,Masculino,9
1600,1061,Sí,21,Masculino,10
1604,9214,No,43,Femenino,9
1614,8253,Sí,38,Masculino,9
1617,3053,Sí,32,Femenino,2
1606,5019,Sí,32,Masculino,10
1620,1866,Sí,31,Masculino,10
1609,1875,Sí,40,Masculino,7
1616,8136,No,49,Masculino,10
1607,1423,No,47,Masculino,9
1612,7004,No,66,Masculino,10
1605,5101,No,52,Femenino,9
