ID compra,Unidad,Ciudad,Fecha,Horario,Categoría del producto,Precio unitario,Cantidad,Método de pago
821,Estrella,San Antonio,4/11/2022,17:40,Belleza y cuidado personal,"197,9",5,PIX
823,Estrella,San Antonio,4/11/2022,10:04,Alimentos y bebidas,"57,9",3,PIX
817,Estrella,San Antonio,4/11/2022,19:22,Casa y limpieza,"176,9",5,Tarjeta
827,Aurora,Santa Rosa,4/12/2022,16:14,Belleza y cuidado personal,"77,9",5,PIX
825,Aurora,Santa Rosa,4/12/2022,18:40,Belleza y cuidado personal,"141,9",3,Tarjeta
828,Estrella,San Antonio,4/12/2022,12:40,Electrónicos,"5587,9",5,PIX
829,Parque de las Naciones,El Carmen,4/12/2022,12:50,Alimentos y bebidas,"98,9",5,Dinero
833,Estrella,San Antonio,4/12/2022,16:28,Casa y limpieza,197,1,Tarjeta
830,Aurora,Santa Rosa,4/12/2022,13:13,Casa y limpieza,"112,9",3,Tarjeta
832,Aurora,Santa Rosa,4/12/2022,18:04,Casa y limpieza,"83,9",2,Dinero
826,Estrella,San Antonio,4/12/2022,18:31,Belleza y cuidado personal,"112,9",3,Dinero
831,Estrella,San Antonio,4/12/2022,11:56,Libros,"134,9",2,PayPal
824,Estrella,San Antonio,4/12/2022,16:39,Casa y limpieza,"20,9",1,PIX
836,Parque de las Naciones,El Carmen,4/13/2022,11:46,Electrónicos,1239,5,Tarjeta
841,Parque de las Naciones,El Carmen,4/13/2022,12:53,Belleza y cuidado personal,"32,9",1,Tarjeta
838,Parque de las Naciones,El Carmen,4/13/2022,14:43,Alimentos y bebidas,"55,9",3,PayPal
834,Parque de las Naciones,El Carmen,4/13/2022,19:59,Electrónicos,"2454,9",3,Tarjeta
843,Estrella,San Antonio,4/13/2022,18:04,Electrónicos,"7646,9",1,Tarjeta
835,Parque de las Naciones,El Carmen,4/13/2022,18:47,Electrónicos,"7454,9",1,Tarjeta
837,Aurora,Santa Rosa,4/13/2022,13:41,Casa y limpieza,"60,9",2,Tarjeta
839,Parque de las Naciones,El Carmen,4/13/2022,18:13,Herramientas y construcción,"132,9",2,Tarjeta
842,Estrella,San Antonio,4/13/2022,19:46,Electrónicos,"7871,9",4,Tarjeta
840,Parque de las Naciones,El Carmen,4/13/2022,10:56,Casa y limpieza,"104,9",2,PIX
848,Aurora,Santa Rosa,4/14/2022,18:59,Belleza y cuidado personal,"217,9",3,PIX
844,Parque de las Naciones,El Carmen,4/14/2022,14:20,Papelería y oficina,"43,9",5,PIX
846,Estrella,San Antonio,4/14/2022,9:43,Papelería y oficina,"32,9",3,Dinero
845,Parque de las Naciones,El Carmen,4/14/2022,13:23,Alimentos y bebidas,"28,9",2,Tarjeta
852,Parque de las Naciones,El Carmen,4/14/2022,13:17,Herramientas y construcción,"54,9",1,PayPal
849,Estrella,San Antonio,4/14/2022,18:42,Belleza y cuidado personal,101,5,PIX
851,Estrella,San Antonio,4/14/2022,17:52,Belleza y cuidado personal,"55,9",2,PIX
850,Aurora,Santa Rosa,4/14/2022,17:48,Alimentos y bebidas,"64,9",2,PIX
847,Aurora,Santa Rosa,4/14/2022,16:49,Casa y limpieza,"43,9",3,PIX
859,Parque de las Naciones,El Carmen,4/16/2022,18:30,Belleza y cuidado personal,107,5,PIX
858,Aurora,Santa Rosa,4/16/2022,15:11,Papelería y oficina,"47,9",5,PIX
855,Estrella,San Antonio,4/16/2022,14:15,Alimentos y bebidas,"45,9",5,PIX
856,Aurora,Santa Rosa,4/16/2022,13:06,Belleza y cuidado personal,168,2,Tarjeta
862,Estrella,San Antonio,4/16/2022,13:16,Herramientas y construcción,"57,9",2,Dinero
863,Parque de las Naciones,El Carmen,4/16/2022,15:21,Alimentos y bebidas,"84,9",3,PayPal
861,Aurora,Santa Rosa,4/16/2022,12:05,Herramientas y construcción,"232,9",2,PIX
860,Aurora,Santa Rosa,4/16/2022,16:55,Belleza y cuidado personal,"138,9",1,PIX
854,Aurora,Santa Rosa,4/16/2022,18:50,Belleza y cuidado personal,"150,9",5,PIX
857,Estrella,San Antonio,4/16/2022,9:16,Belleza y cuidado personal,"80,9",1,Tarjeta
853,Aurora,Santa Rosa,4/16/2022,13:37,Belleza y cuidado personal,"189,9",5,PIX
870,Parque de las Naciones,El Carmen,4/18/2022,13:39,Belleza y cuidado personal,"142,9",1,Tarjeta
869,Aurora,Santa Rosa,4/18/2022,16:26,Casa y limpieza,"36,9",1,Tarjeta
868,Aurora,Santa Rosa,4/18/2022,13:06,Electrónicos,"106,9",2,Tarjeta
872,Estrella,San Antonio,4/18/2022,12:07,Alimentos y bebidas,"21,9",4,Tarjeta
864,Parque de las Naciones,El Carmen,4/18/2022,10:39,Alimentos y bebidas,"34,9",5,PIX
866,Parque de las Naciones,El Carmen,4/18/2022,18:39,Libros,"76,9",4,Tarjeta
865,Estrella,San Antonio,4/18/2022,16:50,Papelería y oficina,"44,9",5,PayPal
867,Estrella,San Antonio,4/18/2022,14:47,Alimentos y bebidas,"23,9",1,PIX
871,Estrella,San Antonio,4/18/2022,13:35,Belleza y cuidado personal,"130,9",5,Tarjeta
873,Parque de las Naciones,El Carmen,4/19/2022,12:53,Electrónicos,"7887,9",5,PIX
874,Estrella,San Antonio,4/19/2022,13:30,Alimentos y bebidas,"4,9",1,PIX
878,Estrella,San Antonio,4/19/2022,16:45,Alimentos y bebidas,"20,9",3,Tarjeta
877,Estrella,San Antonio,4/19/2022,19:22,Herramientas y construcción,"279,9",2,PIX
875,Estrella,San Antonio,4/19/2022,15:28,Alimentos y bebidas,"3,9",1,PayPal
880,Parque de las Naciones,El Carmen,4/19/2022,19:37,Alimentos y bebidas,"58,9",1,PIX
879,Parque de las Naciones,El Carmen,4/19/2022,18:00,Casa y limpieza,"70,9",3,Dinero
876,Aurora,Santa Rosa,4/19/2022,16:28,Electrónicos,"4267,9",1,PIX
884,Estrella,San Antonio,4/20/2022,17:32,Alimentos y bebidas,"35,9",4,PayPal
885,Aurora,Santa Rosa,4/20/2022,19:30,Libros,"148,9",4,Tarjeta
882,Aurora,Santa Rosa,4/20/2022,14:10,Electrónicos,"3663,9",1,PayPal
888,Parque de las Naciones,El Carmen,4/20/2022,10:02,Casa y limpieza,"189,9",2,Tarjeta
887,Estrella,San Antonio,4/20/2022,18:46,Alimentos y bebidas,"54,9",1,Tarjeta
881,Aurora,Santa Rosa,4/20/2022,19:07,Casa y limpieza,"100,9",3,Tarjeta
889,Parque de las Naciones,El Carmen,4/20/2022,19:33,Electrónicos,"3979,9",5,PIX
883,Estrella,San Antonio,4/20/2022,17:16,Herramientas y construcción,"145,9",5,Tarjeta
890,Estrella,San Antonio,4/20/2022,15:01,Belleza y cuidado personal,"106,9",4,Tarjeta
886,Parque de las Naciones,El Carmen,4/20/2022,18:39,Alimentos y bebidas,"48,9",1,PIX
893,Aurora,Santa Rosa,4/22/2022,18:22,Alimentos y bebidas,"55,9",2,PayPal
895,Estrella,San Antonio,4/22/2022,11:16,Alimentos y bebidas,"12,9",5,Tarjeta
891,Aurora,Santa Rosa,4/22/2022,14:38,Libros,"48,9",1,Dinero
897,Aurora,Santa Rosa,4/22/2022,9:10,Casa y limpieza,"125,9",4,Dinero
899,Aurora,Santa Rosa,4/22/2022,13:58,Alimentos y bebidas,"41,9",4,PIX
896,Estrella,San Antonio,4/22/2022,16:25,Herramientas y construcción,"253,9",3,Tarjeta
892,Parque de las Naciones,El Carmen,4/22/2022,18:59,Casa y limpieza,"134,9",1,Tarjeta
894,Aurora,Santa Rosa,4/22/2022,11:54,Belleza y cuidado personal,"96,9",5,Tarjeta
900,Estrella,San Antonio,4/22/2022,12:20,Alimentos y bebidas,"78,9",3,Tarjeta
898,Aurora,Santa Rosa,4/22/2022,13:04,Libros,"25,9",3,PIX
904,Aurora,Santa Rosa,4/23/2022,11:51,Alimentos y bebidas,"65,9",1,Tarjeta
905,Estrella,San Antonio,4/23/2022,19:42,Alimentos y bebidas,"7,9",4,PayPal
903,Aurora,Santa Rosa,4/23/2022,18:11,Alimentos y bebidas,"14,9",5,Tarjeta
906,Estrella,San Antonio,4/23/2022,11:34,Alimentos y bebidas,"38,9",1,PIX
909,Parque de las Naciones,El Carmen,4/23/2022,18:08,Electrónicos,"6315,9",4,Tarjeta
907,Aurora,Santa Rosa,4/23/2022,13:21,Alimentos y bebidas,69,1,Tarjeta
908,Parque de las Naciones,El Carmen,4/23/2022,12:10,Casa y limpieza,"148,9",1,Dinero
901,Aurora,Santa Rosa,4/23/2022,17:37,Electrónicos,"6882,9",2,Dinero
902,Aurora,Santa Rosa,4/23/2022,12:44,Papelería y oficina,"24,9",1,PIX
910,Aurora,Santa Rosa,4/25/2022,15:23,Papelería y oficina,"19,9",2,Tarjeta
913,Estrella,San Antonio,4/25/2022,11:58,Libros,"91,9",2,Tarjeta
917,Estrella,San Antonio,4/25/2022,13:18,Alimentos y bebidas,"91,9",4,Tarjeta
912,Aurora,Santa Rosa,4/25/2022,13:43,Belleza y cuidado personal,"68,9",4,PIX
916,Parque de las Naciones,El Carmen,4/25/2022,17:11,Belleza y cuidado personal,"21,9",2,PIX
914,Estrella,San Antonio,4/25/2022,16:28,Electrónicos,4065,3,Dinero
911,Parque de las Naciones,El Carmen,4/25/2022,18:44,Casa y limpieza,"110,9",4,PIX
915,Aurora,Santa Rosa,4/25/2022,19:05,Herramientas y construcción,80,2,PIX
923,Parque de las Naciones,El Carmen,4/26/2022,18:50,Electrónicos,"1633,9",3,PIX
925,Aurora,Santa Rosa,4/26/2022,12:56,Papelería y oficina,"22,9",5,Tarjeta
922,Estrella,San Antonio,4/26/2022,9:31,Electrónicos,"3126,9",1,PayPal
920,Estrella,San Antonio,4/26/2022,15:32,Herramientas y construcción,"237,9",2,PayPal
924,Aurora,Santa Rosa,4/26/2022,17:22,Electrónicos,6082,3,PayPal
919,Aurora,Santa Rosa,4/26/2022,9:05,Papelería y oficina,"29,9",2,Tarjeta
918,Parque de las Naciones,El Carmen,4/26/2022,13:20,Alimentos y bebidas,9,3,PayPal
921,Aurora,Santa Rosa,4/26/2022,11:00,Casa y limpieza,"134,9",1,Dinero
926,Estrella,San Antonio,4/27/2022,19:49,Belleza y cuidado personal,"204,9",3,Dinero
928,Estrella,San Antonio,4/27/2022,17:47,Belleza y cuidado personal,127,3,PIX
932,Aurora,Santa Rosa,4/27/2022,17:19,Alimentos y bebidas,"88,9",1,Tarjeta
931,Estrella,San Antonio,4/27/2022,10:25,Electrónicos,"55,9",2,Dinero
933,Aurora,Santa Rosa,4/27/2022,9:45,Papelería y oficina,"4,9",2,PIX
936,Estrella,San Antonio,4/27/2022,18:11,Herramientas y construcción,309,2,PIX
930,Aurora,Santa Rosa,4/27/2022,12:59,Electrónicos,"2217,9",3,PIX
934,Aurora,Santa Rosa,4/27/2022,18:04,Alimentos y bebidas,"25,9",4,Tarjeta
929,Aurora,Santa Rosa,4/27/2022,13:53,Belleza y cuidado personal,"170,9",5,Tarjeta
927,Parque de las Naciones,El Carmen,4/27/2022,16:39,Alimentos y bebidas,"52,9",5,PIX
935,Parque de las Naciones,El Carmen,4/27/2022,11:32,Electrónicos,"58,9",2,PayPal
937,Parque de las Naciones,El Carmen,4/27/2022,14:26,Electrónicos,"5005,9",5,PIX
940,Estrella,San Antonio,4/28/2022,19:44,Belleza y cuidado personal,"137,9",5,Tarjeta
941,Parque de las Naciones,El Carmen,4/28/2022,18:54,Belleza y cuidado personal,"33,9",2,Tarjeta
944,Parque de las Naciones,El Carmen,4/28/2022,10:38,Electrónicos,"2316,9",3,Tarjeta
945,Estrella,San Antonio,4/28/2022,14:23,Papelería y oficina,"22,9",5,PIX
943,Parque de las Naciones,El Carmen,4/28/2022,13:41,Belleza y cuidado personal,"167,9",1,Tarjeta
938,Parque de las Naciones,El Carmen,4/28/2022,12:59,Papelería y oficina,"12,9",5,Tarjeta
939,Estrella,San Antonio,4/28/2022,18:07,Casa y limpieza,"100,9",3,Tarjeta
942,Estrella,San Antonio,4/28/2022,18:17,Electrónicos,"1780,9",1,Tarjeta
948,Parque de las Naciones,El Carmen,4/29/2022,18:15,Casa y limpieza,"121,9",2,Tarjeta
955,Parque de las Naciones,El Carmen,4/29/2022,15:18,Casa y limpieza,"125,9",3,PIX
949,Aurora,Santa Rosa,4/29/2022,11:14,Casa y limpieza,"170,9",3,Dinero
956,Parque de las Naciones,El Carmen,4/29/2022,10:27,Electrónicos,"7237,9",1,PayPal
952,Estrella,San Antonio,4/29/2022,10:57,Alimentos y bebidas,"97,9",5,PIX
951,Parque de las Naciones,El Carmen,4/29/2022,17:48,Herramientas y construcción,"202,9",4,Tarjeta
950,Parque de las Naciones,El Carmen,4/29/2022,19:41,Belleza y cuidado personal,"220,9",4,PIX
946,Estrella,San Antonio,4/29/2022,17:52,Electrónicos,"3184,9",1,PayPal
954,Parque de las Naciones,El Carmen,4/29/2022,19:06,Alimentos y bebidas,"63,9",2,PIX
957,Aurora,Santa Rosa,4/29/2022,19:56,Casa y limpieza,"66,9",2,Tarjeta
953,Aurora,Santa Rosa,4/29/2022,19:29,Papelería y oficina,35,4,Tarjeta
947,Aurora,Santa Rosa,4/29/2022,19:05,Belleza y cuidado personal,"26,9",4,PIX
962,Aurora,Santa Rosa,4/30/2022,19:38,Belleza y cuidado personal,"79,9",5,Tarjeta
963,Parque de las Naciones,El Carmen,4/30/2022,18:13,Casa y limpieza,"172,9",2,PayPal
965,Parque de las Naciones,El Carmen,4/30/2022,18:39,Belleza y cuidado personal,"126,9",3,PIX
959,Parque de las Naciones,El Carmen,4/30/2022,17:57,Papelería y oficina,"18,9",3,Tarjeta
966,Parque de las Naciones,El Carmen,4/30/2022,9:09,Alimentos y bebidas,"49,9",1,PayPal
964,Estrella,San Antonio,4/30/2022,18:39,Alimentos y bebidas,"82,9",5,Dinero
961,Aurora,Santa Rosa,4/30/2022,18:05,Herramientas y construcción,"109,9",5,Tarjeta
960,Parque de las Naciones,El Carmen,4/30/2022,12:02,Casa y limpieza,"35,9",1,Tarjeta
958,Aurora,Santa Rosa,4/30/2022,17:30,Belleza y cuidado personal,"42,9",2,Tarjeta
988,Estrella,San Antonio,5/2/2022,18:01,Alimentos y bebidas,"41,9",2,Tarjeta
989,Estrella,San Antonio,5/2/2022,16:08,Belleza y cuidado personal,"154,9",5,Dinero
992,Estrella,San Antonio,5/2/2022,19:18,Casa y limpieza,125,4,Tarjeta
969,Aurora,Santa Rosa,5/2/2022,17:15,Alimentos y bebidas,"47,9",2,Tarjeta
993,Estrella,San Antonio,5/2/2022,13:32,Casa y limpieza,"60,9",4,Tarjeta
990,Estrella,San Antonio,5/2/2022,17:53,Belleza y cuidado personal,"205,9",4,PIX
977,Estrella,San Antonio,5/2/2022,18:57,Belleza y cuidado personal,"61,9",1,Dinero
971,Estrella,San Antonio,5/2/2022,17:54,Alimentos y bebidas,"46,9",2,PIX
994,Estrella,San Antonio,5/2/2022,16:27,Alimentos y bebidas,"21,9",2,PIX
973,Aurora,Santa Rosa,5/2/2022,18:00,Belleza y cuidado personal,"216,9",3,Tarjeta
982,Aurora,Santa Rosa,5/2/2022,18:57,Libros,"67,9",3,Tarjeta
970,Parque de las Naciones,El Carmen,5/2/2022,12:28,Alimentos y bebidas,"82,9",3,Tarjeta
986,Estrella,San Antonio,5/2/2022,13:55,Papelería y oficina,"24,9",3,PIX
968,Estrella,San Antonio,5/2/2022,10:01,Libros,"19,9",5,Tarjeta
991,Aurora,Santa Rosa,5/2/2022,15:57,Casa y limpieza,"51,9",5,Tarjeta
975,Aurora,Santa Rosa,5/2/2022,14:42,Casa y limpieza,"28,9",1,PIX
976,Aurora,Santa Rosa,5/2/2022,13:22,Belleza y cuidado personal,"148,9",3,Tarjeta
978,Parque de las Naciones,El Carmen,5/2/2022,17:42,Papelería y oficina,"3,9",5,Tarjeta
979,Estrella,San Antonio,5/2/2022,17:41,Electrónicos,"3940,9",3,Dinero
980,Estrella,San Antonio,5/2/2022,16:16,Electrónicos,4624,4,Tarjeta
967,Aurora,Santa Rosa,5/2/2022,14:51,Alimentos y bebidas,"94,9",3,PIX
972,Aurora,Santa Rosa,5/2/2022,18:01,Belleza y cuidado personal,"219,9",2,Tarjeta
987,Estrella,San Antonio,5/2/2022,13:34,Herramientas y construcción,"20,9",2,PIX
981,Parque de las Naciones,El Carmen,5/2/2022,19:54,Belleza y cuidado personal,"90,9",1,Dinero
985,Estrella,San Antonio,5/2/2022,17:51,Electrónicos,"6849,9",5,Tarjeta
983,Aurora,Santa Rosa,5/2/2022,18:52,Belleza y cuidado personal,"81,9",4,Tarjeta
995,Aurora,Santa Rosa,5/2/2022,18:59,Alimentos y bebidas,"81,9",3,PIX
996,Estrella,San Antonio,5/2/2022,18:32,Belleza y cuidado personal,"87,9",4,Tarjeta
974,Aurora,Santa Rosa,5/2/2022,16:43,Papelería y oficina,"45,9",5,Tarjeta
984,Estrella,San Antonio,5/2/2022,12:33,Libros,"102,9",5,Tarjeta
999,Aurora,Santa Rosa,5/3/2022,19:27,Belleza y cuidado personal,"31,9",2,PIX
997,Aurora,Santa Rosa,5/3/2022,17:04,Papelería y oficina,4,5,Tarjeta
1001,Parque de las Naciones,El Carmen,5/3/2022,18:53,Casa y limpieza,"10,9",3,PayPal
1013,Parque de las Naciones,El Carmen,5/3/2022,18:34,Alimentos y bebidas,"51,9",4,Tarjeta
1008,Aurora,Santa Rosa,5/3/2022,16:09,Belleza y cuidado personal,"140,9",2,PIX
1007,Aurora,Santa Rosa,5/3/2022,18:00,Libros,52,4,Dinero
1002,Estrella,San Antonio,5/3/2022,17:07,Belleza y cuidado personal,"82,9",3,Tarjeta
1010,Parque de las Naciones,El Carmen,5/3/2022,15:18,Alimentos y bebidas,66,2,Tarjeta
1012,Estrella,San Antonio,5/3/2022,18:40,Papelería y oficina,11,5,PIX
1011,Parque de las Naciones,El Carmen,5/3/2022,17:53,Papelería y oficina,"27,9",5,Tarjeta
1005,Aurora,Santa Rosa,5/3/2022,14:07,Alimentos y bebidas,"99,9",3,Tarjeta
1009,Estrella,San Antonio,5/3/2022,13:39,Casa y limpieza,"160,9",1,PIX
1003,Parque de las Naciones,El Carmen,5/3/2022,10:23,Casa y limpieza,"176,9",1,PIX
1004,Parque de las Naciones,El Carmen,5/3/2022,15:24,Casa y limpieza,"146,9",5,Tarjeta
998,Parque de las Naciones,El Carmen,5/3/2022,18:09,Herramientas y construcción,"34,9",3,Tarjeta
1014,Aurora,Santa Rosa,5/3/2022,12:26,Papelería y oficina,"47,9",4,PIX
1000,Parque de las Naciones,El Carmen,5/3/2022,12:27,Herramientas y construcción,"298,9",5,Dinero
1006,Aurora,Santa Rosa,5/3/2022,11:59,Libros,"67,9",2,PayPal
1029,Estrella,San Antonio,5/4/2022,18:21,Alimentos y bebidas,"23,9",4,PIX
1021,Estrella,San Antonio,5/4/2022,12:45,Alimentos y bebidas,71,3,Tarjeta
1015,Estrella,San Antonio,5/4/2022,11:42,Electrónicos,"2128,9",1,PIX
1024,Estrella,San Antonio,5/4/2022,13:12,Belleza y cuidado personal,"203,9",1,PIX
1032,Estrella,San Antonio,5/4/2022,18:16,Casa y limpieza,"98,9",3,Tarjeta
1028,Parque de las Naciones,El Carmen,5/4/2022,18:02,Belleza y cuidado personal,237,5,Tarjeta
1025,Estrella,San Antonio,5/4/2022,12:49,Casa y limpieza,"154,9",4,PIX
1017,Aurora,Santa Rosa,5/4/2022,19:58,Belleza y cuidado personal,"41,9",5,PIX
1027,Estrella,San Antonio,5/4/2022,12:40,Casa y limpieza,"73,9",2,PIX
1020,Aurora,Santa Rosa,5/4/2022,14:35,Belleza y cuidado personal,"28,9",3,Dinero
1030,Estrella,San Antonio,5/4/2022,13:31,Alimentos y bebidas,"16,9",3,PayPal
1023,Parque de las Naciones,El Carmen,5/4/2022,13:56,Alimentos y bebidas,"75,9",4,Dinero
1022,Parque de las Naciones,El Carmen,5/4/2022,13:35,Casa y limpieza,"47,9",2,Tarjeta
1018,Parque de las Naciones,El Carmen,5/4/2022,14:17,Alimentos y bebidas,"3,9",2,PIX
1019,Estrella,San Antonio,5/4/2022,19:02,Casa y limpieza,"157,9",5,Dinero
1026,Aurora,Santa Rosa,5/4/2022,18:29,Libros,"21,9",2,PIX
1031,Estrella,San Antonio,5/4/2022,18:46,Belleza y cuidado personal,"73,9",2,PayPal
1016,Estrella,San Antonio,5/4/2022,18:51,Casa y limpieza,"171,9",1,PIX
1046,Aurora,Santa Rosa,5/5/2022,17:33,Alimentos y bebidas,"54,9",5,PIX
1055,Estrella,San Antonio,5/5/2022,9:52,Electrónicos,"1820,9",1,PIX
1039,Estrella,San Antonio,5/5/2022,10:28,Electrónicos,"602,9",3,PIX
1048,Aurora,Santa Rosa,5/5/2022,16:21,Alimentos y bebidas,"27,9",5,Tarjeta
1033,Parque de las Naciones,El Carmen,5/5/2022,16:49,Casa y limpieza,"154,9",5,PIX
1056,Parque de las Naciones,El Carmen,5/5/2022,13:22,Alimentos y bebidas,"34,9",1,Tarjeta
1042,Parque de las Naciones,El Carmen,5/5/2022,10:57,Alimentos y bebidas,"77,9",1,Dinero
1043,Aurora,Santa Rosa,5/5/2022,19:58,Alimentos y bebidas,"33,9",3,Tarjeta
1054,Aurora,Santa Rosa,5/5/2022,12:47,Alimentos y bebidas,"35,9",5,Tarjeta
1047,Aurora,Santa Rosa,5/5/2022,10:06,Libros,92,2,Tarjeta
1059,Parque de las Naciones,El Carmen,5/5/2022,13:11,Papelería y oficina,"25,9",1,Tarjeta
1041,Parque de las Naciones,El Carmen,5/5/2022,13:16,Electrónicos,"6507,9",5,Tarjeta
1035,Aurora,Santa Rosa,5/5/2022,9:58,Libros,"74,9",1,Tarjeta
1049,Aurora,Santa Rosa,5/5/2022,18:08,Papelería y oficina,"11,9",1,PIX
1061,Aurora,Santa Rosa,5/5/2022,19:13,Papelería y oficina,"26,9",1,Tarjeta
1036,Aurora,Santa Rosa,5/5/2022,18:20,Herramientas y construcción,"223,9",5,PIX
1038,Estrella,San Antonio,5/5/2022,16:08,Belleza y cuidado personal,"149,9",2,Tarjeta
1063,Estrella,San Antonio,5/5/2022,16:24,Casa y limpieza,"66,9",5,Tarjeta
1040,Estrella,San Antonio,5/5/2022,16:48,Alimentos y bebidas,70,3,Tarjeta
1052,Parque de las Naciones,El Carmen,5/5/2022,9:08,Electrónicos,"895,9",4,PIX
1037,Estrella,San Antonio,5/5/2022,11:46,Herramientas y construcción,"107,9",4,PIX
1044,Parque de las Naciones,El Carmen,5/5/2022,13:59,Herramientas y construcción,"212,9",4,Dinero
1034,Aurora,Santa Rosa,5/5/2022,13:19,Belleza y cuidado personal,"102,9",1,Dinero
1062,Estrella,San Antonio,5/5/2022,18:11,Alimentos y bebidas,"53,9",1,Tarjeta
1060,Estrella,San Antonio,5/5/2022,9:13,Herramientas y construcción,"233,9",5,PIX
1045,Parque de las Naciones,El Carmen,5/5/2022,17:15,Electrónicos,"3801,9",5,Tarjeta
1051,Parque de las Naciones,El Carmen,5/5/2022,12:21,Alimentos y bebidas,"40,9",2,Dinero
1058,Aurora,Santa Rosa,5/5/2022,17:10,Papelería y oficina,"33,9",3,Tarjeta
1050,Estrella,San Antonio,5/5/2022,17:09,Electrónicos,"7552,9",2,PIX
1064,Estrella,San Antonio,5/5/2022,14:24,Belleza y cuidado personal,"203,9",2,PIX
1057,Parque de las Naciones,El Carmen,5/5/2022,19:05,Alimentos y bebidas,"23,9",1,PIX
1053,Estrella,San Antonio,5/5/2022,18:57,Alimentos y bebidas,"11,9",1,PIX
1076,Aurora,Santa Rosa,5/6/2022,12:05,Libros,"55,9",5,PIX
1095,Estrella,San Antonio,5/6/2022,11:01,Alimentos y bebidas,"40,9",3,PIX
1085,Estrella,San Antonio,5/6/2022,19:37,Casa y limpieza,"91,9",3,Tarjeta
1068,Estrella,San Antonio,5/6/2022,14:42,Belleza y cuidado personal,"177,9",3,PIX
1083,Estrella,San Antonio,5/6/2022,10:06,Belleza y cuidado personal,"170,9",4,Tarjeta
1072,Parque de las Naciones,El Carmen,5/6/2022,12:33,Alimentos y bebidas,"72,9",3,PIX
1089,Estrella,San Antonio,5/6/2022,16:13,Casa y limpieza,"176,9",4,PayPal
1078,Aurora,Santa Rosa,5/6/2022,16:15,Belleza y cuidado personal,"79,9",2,PayPal
1074,Estrella,San Antonio,5/6/2022,10:37,Herramientas y construcción,"102,9",2,PayPal
1067,Estrella,San Antonio,5/6/2022,13:49,Electrónicos,1978,5,Dinero
1091,Aurora,Santa Rosa,5/6/2022,18:13,Electrónicos,"3407,9",5,PIX
1080,Parque de las Naciones,El Carmen,5/6/2022,18:22,Electrónicos,"3343,9",5,PayPal
1086,Aurora,Santa Rosa,5/6/2022,16:38,Electrónicos,"5096,9",3,PIX
1082,Aurora,Santa Rosa,5/6/2022,17:02,Electrónicos,"2935,9",3,Tarjeta
1087,Estrella,San Antonio,5/6/2022,16:19,Alimentos y bebidas,"12,9",5,Tarjeta
1096,Aurora,Santa Rosa,5/6/2022,19:30,Electrónicos,"2103,9",5,PIX
1073,Aurora,Santa Rosa,5/6/2022,19:49,Casa y limpieza,"180,9",2,Tarjeta
1079,Parque de las Naciones,El Carmen,5/6/2022,18:46,Alimentos y bebidas,"73,9",1,Dinero
1070,Estrella,San Antonio,5/6/2022,19:22,Papelería y oficina,10,3,Tarjeta
1090,Estrella,San Antonio,5/6/2022,12:13,Belleza y cuidado personal,"162,9",4,PIX
1088,Parque de las Naciones,El Carmen,5/6/2022,19:43,Papelería y oficina,"11,9",2,Tarjeta
1066,Parque de las Naciones,El Carmen,5/6/2022,17:33,Herramientas y construcción,"304,9",3,Tarjeta
1093,Estrella,San Antonio,5/6/2022,12:44,Libros,"131,9",5,Tarjeta
1081,Estrella,San Antonio,5/6/2022,19:27,Alimentos y bebidas,"40,9",4,PIX
1094,Estrella,San Antonio,5/6/2022,18:24,Herramientas y construcción,"52,9",3,Tarjeta
1069,Aurora,Santa Rosa,5/6/2022,16:15,Papelería y oficina,"35,9",5,PIX
1071,Parque de las Naciones,El Carmen,5/6/2022,16:09,Alimentos y bebidas,76,1,Tarjeta
1075,Estrella,San Antonio,5/6/2022,17:40,Papelería y oficina,"29,9",4,Tarjeta
1084,Estrella,San Antonio,5/6/2022,17:49,Electrónicos,"1034,9",1,PIX
1077,Estrella,San Antonio,5/6/2022,17:08,Papelería y oficina,"32,9",4,Tarjeta
1092,Aurora,Santa Rosa,5/6/2022,18:04,Belleza y cuidado personal,"190,9",5,PayPal
1065,Parque de las Naciones,El Carmen,5/6/2022,13:22,Alimentos y bebidas,"63,9",2,PIX
1109,Estrella,San Antonio,5/7/2022,10:17,Belleza y cuidado personal,"122,9",1,PIX
1107,Estrella,San Antonio,5/7/2022,16:00,Alimentos y bebidas,"31,9",3,PayPal
1099,Aurora,Santa Rosa,5/7/2022,12:11,Herramientas y construcción,"158,9",4,PIX
1103,Parque de las Naciones,El Carmen,5/7/2022,18:50,Alimentos y bebidas,"24,9",4,Dinero
1121,Aurora,Santa Rosa,5/7/2022,17:16,Belleza y cuidado personal,"114,9",5,PIX
1101,Parque de las Naciones,El Carmen,5/7/2022,18:10,Alimentos y bebidas,"32,9",5,PIX
1115,Parque de las Naciones,El Carmen,5/7/2022,13:39,Libros,"97,9",1,Dinero
1098,Aurora,Santa Rosa,5/7/2022,17:32,Belleza y cuidado personal,"238,9",1,PIX
1116,Estrella,San Antonio,5/7/2022,14:59,Casa y limpieza,"26,9",5,Tarjeta
1112,Estrella,San Antonio,5/7/2022,10:56,Electrónicos,"7753,9",1,PIX
1117,Parque de las Naciones,El Carmen,5/7/2022,16:34,Electrónicos,"660,9",5,Tarjeta
1122,Estrella,San Antonio,5/7/2022,11:39,Electrónicos,"1160,9",3,PIX
